seq_id,split,label,temp,hum,light,d_temp,d_hum,d_light,motion,drift
10,train,NOISY,25.539943,42.088809,208.31641,-0.13726,3.892027,2.555736,2.565522,0.956745
10,train,NOISY,25.709625,37.738319,199.0885,0.169682,-4.35049,-9.22791,2.303216,0.130223
10,train,NOISY,25.49752,37.298675,209.677912,-0.212105,-0.439644,10.589412,2.355491,0.11043
10,train,NOISY,25.654943,41.503888,194.272631,0.157423,4.205213,-15.405281,2.540707,0.606458
10,train,NOISY,25.617362,34.22187,195.881016,-0.03758,-7.282018,1.608385,2.70444,0.318282
10,train,NOISY,25.687714,47.74278,207.624754,0.070352,13.52091,11.743738,3.661279,0.790188
10,train,NOISY,25.666306,39.047541,213.39351,-0.021409,-8.695238,5.768756,3.958683,0.330456
10,train,NOISY,25.620722,39.067404,206.327375,-0.045583,0.019862,-7.066135,3.684646,0.084007
11,test,SLOW_DRIFT,24.972027,44.444505,444.57525,-0.141309,-1.594383,-15.322257,1.682481,0.64056
11,test,SLOW_DRIFT,25.062212,44.884319,451.929187,0.090185,0.439814,7.353937,1.507759,0.239986
11,test,SLOW_DRIFT,25.0161,43.966987,431.274644,-0.046112,-0.917332,-20.654543,1.515426,0.5889
11,test,SLOW_DRIFT,25.281193,44.186582,438.597629,0.265093,0.219595,7.322984,1.420228,0.361496
11,test,SLOW_DRIFT,25.288063,44.576926,442.597216,0.00687,0.390344,3.999588,1.191815,0.330023
11,test,SLOW_DRIFT,25.055774,43.96505,431.714755,-0.23229,-0.611876,-10.882461,1.312066,0.413615
11,test,SLOW_DRIFT,25.057869,42.846731,424.445678,0.002096,-1.118319,-7.269077,1.288435,0.559176
11,test,SLOW_DRIFT,25.005379,42.695656,428.610295,-0.05249,-0.151075,4.164617,1.202911,0.486926
11,test,SLOW_DRIFT,25.182913,42.446333,424.957642,0.177534,-0.249323,-3.652653,1.041043,0.34822
11,test,SLOW_DRIFT,25.010722,43.360261,422.804284,-0.172191,0.913928,-2.153359,1.066327,0.325972
12,val,NOISY,23.820221,55.192556,271.425135,0.446909,5.438605,104.227787,5.897549,0.642663
12,val,NOISY,23.943546,54.819247,165.346249,0.123325,-0.37331,-106.078886,6.061699,0.536732
12,val,NOISY,22.93108,55.722262,160.130691,-1.012466,0.903016,-5.215558,6.316925,0.123966
12,val,NOISY,24.041751,51.116027,116.402714,1.110672,-4.606235,-43.727977,6.636547,0.872432
12,val,NOISY,23.60703,55.934794,231.589711,-0.434722,4.818767,115.186997,6.814657,0.513795
12,val,NOISY,22.621981,59.360762,216.048319,-0.985048,3.425968,-15.541392,6.657437,1.114282
12,val,NOISY,23.403287,54.55771,268.703202,0.781306,-4.803052,52.654883,6.901588,0.633478
12,val,NOISY,24.519055,54.217148,130.402983,1.115768,-0.340561,-138.300219,7.837081,0.963288
12,val,NOISY,24.73148,55.118085,233.844723,0.212425,0.900937,103.44174,7.435088,0.582556
12,val,NOISY,24.04148,59.306784,183.424707,-0.69,4.188699,-50.420016,7.510288,0.471184
13,train,SLOW_DRIFT,24.777054,49.412683,270.012249,-0.243316,0.315326,6.4742,1.296981,0.51868
13,train,SLOW_DRIFT,25.02619,49.386165,272.102383,0.249136,-0.026518,2.090134,1.184254,0.49947
13,train,SLOW_DRIFT,24.989168,48.714587,274.422542,-0.037022,-0.671578,2.32016,1.023392,0.338607
13,train,SLOW_DRIFT,24.685413,49.330881,275.665374,-0.303755,0.616294,1.242832,0.974022,0.494197
13,train,SLOW_DRIFT,24.734757,50.290863,275.075634,0.049343,0.959982,-0.58974,0.941718,0.348709
13,train,SLOW_DRIFT,24.584505,49.631438,290.860318,-0.150252,-0.659425,15.784684,1.025203,0.450839
13,train,SLOW_DRIFT,24.57916,48.681399,276.82106,-0.005345,-0.95004,-14.039259,1.074845,0.344136
13,train,SLOW_DRIFT,24.387856,48.555532,285.183499,-0.191304,-0.125867,8.362439,1.080746,0.407566
13,train,SLOW_DRIFT,24.280552,50.487901,288.14194,-0.107304,1.932369,2.958441,1.121399,0.372965
13,train,SLOW_DRIFT,24.43621,49.434844,293.36224,0.155658,-1.053057,5.220301,1.181966,0.355873
14,test,RAPID_CHANGE,22.121322,39.824396,213.92531,-0.138429,-1.243529,-35.420706,1.579823,0.680169
14,test,RAPID_CHANGE,22.544347,39.878698,183.205635,0.423025,0.054302,-30.719675,1.741901,1.082582
14,test,RAPID_CHANGE,22.388613,40.198859,192.984619,-0.155733,0.320161,9.778983,1.787522,0.839768
14,test,RAPID_CHANGE,22.480607,39.661022,191.039386,0.091993,-0.537837,-1.945233,1.836704,0.88895
14,test,RAPID_CHANGE,22.395055,39.562188,191.101524,-0.085551,-0.098833,0.062138,1.807324,0.861688
14,test,RAPID_CHANGE,22.538431,40.267965,190.05486,0.143375,0.705777,-1.046665,1.723777,1.062266
14,test,RAPID_CHANGE,22.487459,39.763332,188.646953,-0.050972,-0.504633,-1.407906,1.702826,0.935829
14,test,RAPID_CHANGE,22.417251,39.853638,192.548205,-0.070208,0.090307,3.901252,1.234727,0.533442
14,test,RAPID_CHANGE,22.345025,39.829535,193.980386,-0.072226,-0.024103,1.432181,0.891026,0.216538
14,test,RAPID_CHANGE,22.503179,40.611666,193.837102,0.158154,0.782131,-0.143285,0.637265,0.139025
15,train,SLOW_DRIFT,25.212203,46.671732,374.934492,-0.133609,-1.310255,-2.208482,1.053067,0.302495
15,train,SLOW_DRIFT,25.311788,47.477295,365.024846,0.099586,0.805563,-9.909646,1.028429,0.058792
15,train,SLOW_DRIFT,25.197694,48.199399,379.567986,-0.114095,0.722104,14.54314,1.08132,0.126652
15,train,SLOW_DRIFT,25.478518,47.925597,367.180721,0.280825,-0.273802,-12.387265,1.209236,0.112629
15,train,SLOW_DRIFT,25.738665,48.09796,373.601641,0.260147,0.172363,6.42092,1.313687,0.212775
15,train,SLOW_DRIFT,25.3587,47.70474,388.36119,-0.379965,-0.39322,14.759549,1.400666,0.234867
15,train,SLOW_DRIFT,25.202691,48.445615,392.178298,-0.156009,0.740875,3.817108,1.387655,0.311275
15,train,SLOW_DRIFT,25.510702,48.298587,374.913007,0.308011,-0.147028,-17.265291,1.483166,0.094725
15,train,SLOW_DRIFT,25.315471,48.011452,381.208518,-0.195231,-0.287135,6.295511,1.461894,0.172463
15,train,SLOW_DRIFT,25.558623,48.300295,384.418524,0.243153,0.288843,3.210006,1.429335,0.277538
16,train,SLOW_DRIFT,26.799308,50.644576,196.817846,-0.064785,-1.280841,-1.083756,1.156844,0.206108
16,train,SLOW_DRIFT,26.715269,51.235599,197.712366,-0.084039,0.591024,0.89452,1.048558,0.277348
16,train,SLOW_DRIFT,26.746159,51.235058,190.433455,0.03089,-0.000542,-7.278911,0.909929,0.117874
16,train,SLOW_DRIFT,26.77629,50.293172,198.20232,0.030131,-0.941885,7.768865,0.925069,0.241042
16,train,SLOW_DRIFT,26.825625,50.040548,200.506083,0.049335,-0.252624,2.303763,0.720752,0.136811
16,train,SLOW_DRIFT,26.360177,49.805102,209.832663,-0.465449,-0.235446,9.326581,0.885239,0.323443
16,train,SLOW_DRIFT,26.542902,49.684596,199.245878,0.182725,-0.120507,-10.586785,0.949396,0.290013
16,train,SLOW_DRIFT,26.629323,50.186188,184.724822,0.086422,0.501593,-14.521057,0.990956,0.293803
16,train,SLOW_DRIFT,26.565887,49.647805,198.165971,-0.063436,-0.538383,13.44115,1.024743,0.159631
16,train,SLOW_DRIFT,26.593674,49.485928,215.166909,0.027787,-0.161877,17.000937,1.08726,0.284938
17,train,NORMAL,23.16121,46.922863,176.637344,-0.227745,1.137179,1.927627,1.391979,0.286495
17,train,NORMAL,23.500389,46.273125,176.758598,0.339179,-0.649738,0.121254,1.417634,0.284841
17,train,NORMAL,23.09737,46.820363,163.649555,-0.403019,0.547238,-13.109042,1.516305,0.147935
17,train,NORMAL,23.172155,45.625505,171.397083,0.074784,-1.194858,7.747527,1.47445,0.118244
17,train,NORMAL,23.353346,46.112579,163.074077,0.181191,0.487074,-8.323006,1.541836,0.055794
17,train,NORMAL,23.502969,45.490241,187.461348,0.149623,-0.622338,24.387271,1.573722,0.093566
17,train,NORMAL,23.341066,45.83073,163.214189,-0.161903,0.340489,-24.247159,1.587171,0.133253
17,train,NORMAL,23.370804,45.921631,166.4964,0.029738,0.090901,3.28221,1.473628,0.07278
17,train,NORMAL,23.305366,45.643378,166.539836,-0.065439,-0.278252,0.043436,1.344539,0.209029
17,train,NORMAL,23.180093,45.349591,163.803478,-0.125272,-0.293787,-2.736358,1.263707,0.265314
18,val,SLOW_DRIFT,26.752609,41.447788,290.00279,0.020856,-0.559569,9.095417,1.132595,0.247714
18,val,SLOW_DRIFT,26.743958,41.976605,278.966447,-0.008651,0.528818,-11.036343,1.036762,0.251714
18,val,SLOW_DRIFT,26.667253,40.838849,276.403637,-0.076705,-1.137757,-2.56281,0.965901,0.43828
18,val,SLOW_DRIFT,26.572993,40.268542,287.870812,-0.09426,-0.570306,11.467174,0.959091,0.301194
18,val,SLOW_DRIFT,26.785088,39.629859,286.691953,0.212095,-0.638683,-1.178858,0.927139,0.269242
18,val,SLOW_DRIFT,26.706689,40.235775,280.389139,-0.078398,0.605916,-6.302814,0.998643,0.225376
18,val,SLOW_DRIFT,26.811791,40.237597,273.193261,0.105101,0.001822,-7.195878,0.958109,0.250841
18,val,SLOW_DRIFT,26.799997,39.146421,273.123908,-0.011794,-1.091176,-0.069353,0.907237,0.276424
18,val,SLOW_DRIFT,26.534576,39.642929,268.372604,-0.265421,0.496508,-4.751304,0.957608,0.351253
18,val,SLOW_DRIFT,26.533081,37.357577,265.865634,-0.001495,-2.285352,-2.50697,1.017873,0.484965
19,train,NORMAL,24.438514,41.879034,332.575166,-0.069966,0.903906,1.956998,0.894866,0.115243
19,train,NORMAL,24.426288,42.264242,333.716332,-0.012227,0.385208,1.141167,0.801077,0.099497
19,train,NORMAL,24.305061,41.891104,334.714925,-0.121227,-0.373138,0.998592,0.738827,0.139727
19,train,NORMAL,24.372481,43.07041,324.404448,0.06742,1.179306,-10.310477,0.797018,0.231825
19,train,NORMAL,24.39455,42.584983,323.289139,0.022069,-0.485427,-1.115309,0.740262,0.092323
19,train,NORMAL,24.334315,41.542594,327.219707,-0.060236,-1.042389,3.930568,0.699306,0.180259
19,train,NORMAL,24.521982,41.536294,326.755616,0.187667,-0.0063,-0.464091,0.727464,0.108299
19,train,NORMAL,24.612787,42.008929,328.681103,0.090804,0.472634,1.925487,0.707685,0.121461
19,train,NORMAL,24.360224,41.224299,336.352311,-0.252563,-0.78463,7.671208,0.802485,0.098882
19,train,NORMAL,24.503204,42.426884,331.530472,0.14298,1.202584,-4.821839,0.930208,0.053181
20,train,NOISY,25.213944,46.876338,330.529532,1.264729,1.243807,12.182271,7.090663,0.165775
20,train,NOISY,25.10298,52.46062,313.14998,-0.110964,5.584281,-17.379552,6.774461,1.132184
20,train,NOISY,23.878084,49.149216,283.262718,-1.224896,-3.311404,-29.887262,6.654001,0.638597
20,train,NOISY,23.858264,45.754851,319.012291,-0.01982,-3.394365,35.749573,6.49486,1.142319
20,train,NOISY,23.922371,49.439845,301.059995,0.064107,3.684995,-17.952296,6.113733,0.638409
20,train,NOISY,24.926632,48.174277,257.816981,1.004261,-1.265568,-43.243014,5.782658,0.564334
20,train,NOISY,23.664144,58.266926,377.583445,-1.262488,10.092649,119.766464,6.595621,1.878584
20,train,NOISY,24.65271,49.383204,277.247471,0.988566,-8.883722,-100.335974,7.278443,0.790148
20,train,NOISY,24.936984,47.516852,328.6177,0.284274,-1.866352,51.370229,7.253378,0.153923
20,train,NOISY,24.328489,52.564781,183.069774,-0.608495,5.04793,-145.547927,8.278944,1.179489
21,train,NOISY,20.235699,47.747747,538.565284,0.018434,-0.491911,12.13612,2.489748,0.354339
21,train,NOISY,20.250764,47.55292,505.646973,0.015065,-0.194827,-32.918311,2.049827,0.150545
21,train,NOISY,20.361271,47.888938,506.269503,0.110508,0.336018,0.622529,1.934619,0.084187
21,train,NOISY,20.478511,48.441425,578.144536,0.11724,0.552488,71.875034,2.11423,0.312748
21,train,NOISY,20.444218,48.397438,569.983319,-0.034293,-0.043987,-8.161218,2.027226,0.096389
21,train,NOISY,20.372649,46.935523,534.901097,-0.071569,-1.461915,-35.082221,1.809146,0.446519
21,train,NOISY,20.15813,47.724058,594.402448,-0.214519,0.788535,59.50135,2.16203,0.689885
21,train,NOISY,20.158576,48.918168,493.505687,0.000445,1.194111,-100.896761,2.784271,0.296132
21,train,NOISY,20.381918,48.242993,589.795694,0.223342,-0.675176,96.290007,3.452549,0.440929
21,train,NOISY,20.156471,47.345258,538.020879,-0.225447,-0.897734,-51.774815,3.705359,0.27198
22,train,NORMAL,30.62661,43.051174,325.158471,-0.054938,-1.040023,-8.052492,0.973709,0.165884
22,train,NORMAL,30.426733,42.951744,318.635654,-0.199877,-0.09943,-6.522817,0.995914,0.058113
22,train,NORMAL,30.710983,43.501232,319.766908,0.284251,0.549488,1.131254,0.998257,0.133321
22,train,NORMAL,30.689571,42.109894,328.630746,-0.021412,-1.391338,8.863837,1.088468,0.154475
22,train,NORMAL,30.614002,42.73748,337.327848,-0.075569,0.627585,8.697102,1.135822,0.194923
22,train,NORMAL,30.566574,43.800444,328.625499,-0.047428,1.062964,-8.702348,1.152135,0.106085
22,train,NORMAL,30.569185,42.169347,323.94177,0.002611,-1.631097,-4.683729,1.138696,0.104936
22,train,NORMAL,30.532604,43.882345,330.860253,-0.036581,1.712998,6.918483,1.186491,0.082545
22,train,NORMAL,30.618946,44.118482,324.826157,0.086343,0.236137,-6.034096,1.127553,0.079087
22,train,NORMAL,30.545788,42.990127,323.993438,-0.073158,-1.128355,-0.832719,1.115492,0.081211
23,test,RAPID_CHANGE,21.701978,64.675557,257.483116,-0.299496,1.099235,8.925226,1.53537,0.369039
23,test,RAPID_CHANGE,21.40183,63.622305,254.044786,-0.300148,-1.053253,-3.438331,1.396012,0.269553
23,test,RAPID_CHANGE,20.933689,61.993723,254.623185,-0.468141,-1.628581,0.5784,1.316665,0.630608
23,test,RAPID_CHANGE,20.432393,63.616335,240.585499,-0.501297,1.622612,-14.037686,1.538554,0.6755
23,test,RAPID_CHANGE,20.517372,63.443284,262.234099,0.084979,-0.173051,21.6486,1.65638,0.691767
23,test,RAPID_CHANGE,20.775016,63.446626,244.06144,0.257644,0.003342,-18.172659,1.692281,0.580601
23,test,RAPID_CHANGE,20.630229,63.568124,260.384093,-0.144787,0.121498,16.322653,1.719922,0.587518
23,test,RAPID_CHANGE,20.675386,63.403349,257.341991,0.045157,-0.164775,-3.042102,1.735497,0.53346
23,test,RAPID_CHANGE,20.589885,63.388988,254.676725,-0.085501,-0.01436,-2.665267,1.542383,0.494977
23,test,RAPID_CHANGE,20.542116,63.788382,246.08282,-0.047769,0.399394,-8.593905,1.445147,0.365337
24,train,NORMAL,19.985071,65.555204,261.146393,0.013437,0.025164,5.366071,1.025482,0.126156
24,train,NORMAL,19.898823,66.079227,247.706396,-0.086248,0.524023,-13.439997,0.998258,0.170393
24,train,NORMAL,19.785031,64.704714,267.062548,-0.113793,-1.374513,19.356153,1.15328,0.130525
24,train,NORMAL,19.933451,65.283611,258.574716,0.148421,0.578897,-8.487832,1.284606,0.039508
24,train,NORMAL,19.747035,64.955758,265.166046,-0.186416,-0.327853,6.59133,1.264723,0.201919
24,train,NORMAL,19.799511,66.700446,251.027862,0.052476,1.744687,-14.138184,1.259715,0.113914
24,train,NORMAL,19.832695,66.162933,251.94139,0.033184,-0.537512,0.913528,1.190552,0.103106
24,train,NORMAL,20.024052,64.315925,250.50898,0.191356,-1.847009,-1.432411,1.254088,0.139121
24,train,NORMAL,19.879266,64.729283,258.982167,-0.144786,0.413359,8.473187,1.34823,0.109123
24,train,NORMAL,19.869035,65.558133,257.876281,-0.010231,0.82885,-1.105886,1.25735,0.117154
25,test,NOISY,23.343428,62.272546,378.574064,-0.226334,6.297265,-6.528592,5.000489,0.645312
25,test,NOISY,23.065094,57.790384,351.7339,-0.278333,-4.482162,-26.840164,5.148705,0.178313
25,test,NOISY,22.911952,64.680095,441.242695,-0.153142,6.889711,89.508795,5.476423,1.121626
25,test,NOISY,24.298039,62.130739,336.038534,1.386087,-2.549356,-105.204161,6.240167,0.848078
25,test,NOISY,22.658117,56.871779,392.702932,-1.639922,-5.25896,56.664398,7.291805,0.295999
25,test,NOISY,23.221804,57.143959,364.031492,0.563687,0.27218,-28.671439,7.231621,0.331138
25,test,NOISY,22.691884,61.699797,443.764549,-0.52992,4.555838,79.733057,7.325997,0.476829
25,test,NOISY,23.973942,59.102919,341.671689,1.282058,-2.596878,-102.09286,7.828064,0.659141
25,test,NOISY,23.519534,59.381293,348.120729,-0.454408,0.278375,6.44904,7.488725,0.473411
25,test,NOISY,22.728219,63.69469,339.128577,-0.791314,4.313397,-8.992153,7.531179,0.614529
26,val,RAPID_CHANGE,22.486076,64.517254,312.384125,-0.054749,-0.471301,46.15571,1.272793,0.621499
